author_id,name
2740,Robert Steen
2741,Werner Spies
2742,Mike Judge
2743,Michael Kupperman
2744,Enki Bilal
2745,Scott Nicholson
2746,Robert J. Cavalier
2747,Duane Swierczynski
2748,George O'Connor
2749,David Hutchison
2750,Jeff Collins
2751,John L. Bell
2752,John Heaton
2753,David Papineau
2754,Michel Gagne
2755,Takeshi Miyazawa
2756,Jo Chen
2757,Tony Nourmand
2758,Woollcott Smith
2759,Mark Irwin
2760,James Walsh
2761,Hitoshi Ariga
2762,Rebecca Moesta
2763,Owen Holland
2764,Thomas H. Kean
2765,Dorothea Tanning
2766,Jonathan  Davis
2767,Murray Shaw
2768,Guy Gilchrist
2769,Rob Walker
2770,J.P. Seaton
2771,Bryan Masumoto
2772,Mike Wellman
2773,Shotaro Ishinomori
2774,David B. Schwartz
2775,Dan Best
2776,Christian Gossett
2777,Shirley Hughes
2778,David Sibbet
2779,Peter Saville
2780,John Clark
2781,Russ Jones
2782,Jim Dougan
2783,Steven K. Feiner
2784,James D. Foley
2785,Elizabeth Swados
2786,Rajyashree Pandey
2787,Mick Foley
2788,Eric S. Brown
2789,Art Mawhinney
2790,Scott Sanders
2791,Pierre Christin
2792,Andy Park
2793,Bob Weber
2794,Mike Richardson
2795,Cliff Richards
2796,Brian Horton
2797,Dale Mettam
2798,Gerald Early
2799,James Lowder
2800,Edmond Baudoin
2801,Frank Martin
2802,Paul Pelletier
2803,Bob Gill
2804,Scott Gray
2805,Andrew Bolton
2806,Art Nichols
2807,Simon Hawke
2808,Robert Brooks
2809,Dave Marsh
2810,Satomi Ikezawa
2811,Linda Medley
2812,Jim Calafiore
2813,Tony Bedard
2814,Mizuki Sakakibara
2815,James Calafiore
2816,Jon Holdredge
2817,Ulrich Loock
2818,Geoffrey Atheling Wagner
2819,Stephan Petrucha
2820,Kevin Conrad
2821,Jazan Wild
2822,Robert Fleming
2823,Daniel Bell
2824,Rie Takada
2825,David Small
2826,Nathan Olson
2827,Shane White
2828,Paul Mooney
2829,Darcy Pattison
2830,Craig Spector
2831,Dave West
2832,Paula Scher
2833,Lorraine Wild
2834,Raymond H. Miller
2835,Rick Ketche
2836,Gary Brown
2837,Brian Daley
2838,Rob Anderson
2839,Laura Howell
2840,Shiuko Kano
2841,Kumar Sivasubramanian
2842,Takumi Nagayasu
2843,Joel Elad
2844,Kimberly Elam
2845,Vittorio Giardino
2846,Blake Hoena
2847,J. David Spurlock
2848,Barron Storey
2849,Brett Weldele
2850,Robert Venditti
2851,Justin Norman
2852,Ted Naifeh
2853,Shea Anton Pensa
2854,James Hill
2855,Bill Lee
2856,Jim Woodring
2857,John Lowe
2858,Frances Ellen Watkins Harper
2859,Rian Hughes
2860,Toshio Maeda
2861,Ravi Shankar
2862,Matsuri Akino
2863,John Higgins
2864,Louis Gonzales
2865,Robert Kondo
2866,Ted Mathot
2867,Sanjay Patel
2868,Derick Thompson
2869,Max Elbaum
2870,Anant Pai
2871,Nat Turner
2872,Wes Craven
2873,Bruce McCall
2874,George    Miller
2875,Dale Messick
2876,Juan Bobillo
2877,Isabel Kreitz
2878,Tony Cliff
2879,Bob Harris
2880,John Foster
2881,Val Staples
2882,Del Close
2883,Mark Beyer
2884,Crystal Velasquez
2885,Elizabeth Bear
2886,Eluki bes Shahar
2887,Kevin Sharpe
2888,James Kuhoric
2889,John Holbo
2890,Patrick Rothfuss
2891,David Sexton
2892,David Palumbo
2893,Julie Bell
2894,Boris Vallejo
2895,Nigel Suckling
2896,Miranda Lee
2897,Phil Evans
2898,Rupert Woodfin
2899,Patrick Fillion
2900,Leatrice Eiseman
2901,Michael Leunig
2902,Tom Taylor
2903,Marcus Sedgwick
2904,Uki Ogasawara
2905,Bill Harris
2906,Ben Affleck
2907,David Charles
2908,Victor Gischler
2909,Hector German Oesterheld
2910,Jean Diaz
2911,Mark L. Haynes
2912,Bruno Heitz
2913,Philippe Goddin
2914,Thierry Smolderen
2915,Steven Perkins
2916,Fred Van Lente
2917,Michael J. Kelly
2918,Eric Jones
2919,Black Olive
2920,D.W. Frydendall
2921,Dan Vado
2922,M.J. Cosson
2923,Ryan Yount
2924,Yeon-Joo Kim
2925,Irving Tripp
2926,John Stanley
2927,David Hartman
2928,Marilyn Petit
2929,Ted White
2930,Tony Cochran
2931,Jim Muniz
2932,Osamu Dazai
2933,Evert Geradts
2934,Toni Pawlowsky
2935,Annie Owens
2936,Paige Braddock
2937,Bruce Blitz
2938,Charles R. Johnson
2939,Howard Waldrop
2940,Douglas Brode
2941,Sammy Harkham
2942,Ira Glass
2943,James Warren
2944,Jon B. Cooke
2945,Dave Cooper
2946,Richard E. Woods
2947,David Campiti
2948,Hans Steinbach
2949,David Hine
2950,Mark Schreiber
2951,Edward M. Komara
2952,David Wohl
2953,Nick Percival
2954,John Woo
2955,Jeevan Kang
2956,Dean Ormston
2957,Peter Doherty
2958,Norma
2959,David Roth
2960,Frank Whitford
2961,Pierre Sterckx
2962,Spike Milligan
2963,Gary Chaloner
2964,Andy Runton
2965,Colm Regan
2966,Raoul Cauvin
2967,Jason Glaser
2968,Matthew Gandy
2969,Eric Kroll
2970,Lela Lee
2971,Jerry Coleman
2972,Otto Binder
2973,Carol Lay
2974,Ande Parks
2975,Ann Lauterbach
2976,Gerhard
2977,Jai Sen
2978,Richard Wilde
2979,Judith Wilde
2980,Ramones
2981,Hans-Georg Rauch
2982,Tim Tingle
2983,Ben Edlund
2984,Drew Goddard
2985,Graham Annable
2986,Jennifer Weiss
2987,Murv Jacob
2988,Thibault Damour
2989,S. John Ross
2990,Michael Bierut
2991,Keigo Higashino
2992,Naoko Takeuchi
2993,John Ridley
2994,John McWade
2995,Joyce Brabner
2996,Joseph Witek
2997,Tom Cohen
2998,Packer
2999,Jim Munroe
3000,Eric Shanower
3001,Bob Schooley
3002,Kin Platt
3003,William L. Brown
3004,Bob Kahan
3005,Mark Wheatley
3006,Corinne Maier
3007,Michael Rosenberg
3008,J.S. Lewis
3009,Seymour Chwast
3010,David Conway
3011,Arie Kaplan
3012,Chris Metzen
3013,Scott Shaw
3014,Jerry Scott
3015,Rick Kirkman
3016,Debi Gliori
3017,Stephane Heuet
3018,Kyle Baker
3019,George Woodbridge
3020,Craig Yeung
3021,Tara DiLullo
3022,Richard Hamilton
3023,Daniel Kox
3024,Ron Zimmerman
3025,Sergio Salma
3026,Francois Boucq
3027,Keith Pollard
3028,William White
3029,Mark Martin
3030,Wang Shifu
3031,Marcos Martin
3032,Jennifer A. Pitts
3033,Antonio Prohias
3034,Allen Say
3035,Emily Martin
3036,Aldo Buzzi
3037,Pop Mhan
3038,Norman  Lee
3039,Mike Grell
3040,Colin Greenland
3041,Laurent Richard
3042,Janet Perlman
3043,Susan Meddaugh
3044,Simon Messingham
3045,Ben Murphy
3046,Oliver Green
3047,Greg Horn
3048,Karl Bollers
3049,Brigitte Findakly
3050,John E. Smelcer
3051,Michael Crawford
3052,Agatha Christie
3053,Ami Sakurai
3054,Minako Narita
3055,Jean Leturgie
3056,David Chauvel
3057,Teresa Fernandes
3058,Jack C. Harris
3059,Carol Bennett
3060,Philip Wylie
3061,Antonio Vazquez
3062,Alan Gilbert
3063,John Kane
3064,John Marriott
3065,Mika Sadahiro
3066,Will Thompson
3067,Edward Koren
3068,Tony Perez
3069,Anya Ulinich
3070,Madeleine Ker
3071,Stan Sakai
3072,Nicolas Robel
3073,Michael Pearl
3074,Rafael Marin Trechera
3075,Jean Dufaux
3076,Obert Skye
3077,Cory Walker
3078,Ryan Ottley
3079,Bill Crabtree
3080,Mark Englert
3081,Julius Wiedemann
3082,Barbara McMahon
3083,Mel Brooks
3084,Ivan Stang
3085,Steve Ellis
3086,Vincent Courtney
3087,Mike Lapinski
3088,Patrick Thomas
3089,Nick Sagan
3090,Fred Blanchard
3091,Dan Piraro
3092,Arnie Fenner
3093,Jeff Jones
3094,Alex Sheikman
3095,Karim Rashid
3096,Jennifer Lee
3097,Janeane Garofalo
3098,Tomoko Hayakawa
3099,David Cody Weiss
3100,Hilary Robinson
3101,Metaphrog
3102,Lloyd Kaufman
3103,C.B. Cebulski
3104,Arnold Pander
3105,Carmine Di Giandomenico
3106,Leonard Kirk
3107,David Whitaker
3108,Terry M. West
3109,Roger Corman
3110,Robert Shearman
3111,John Rollin Ridge
3112,Cheryl Dangel Cullen
3113,Leo Tolstoy
3114,Thomas Ligotti
3115,Daniel Roth
3116,Francois Gilson
3117,Sarah Monette
3118,Robert Craig
3119,Nick White
3120,Hubert
3121,Sergio Mora
3122,Sergio Aragones
3123,Nancy Butler
3124,Alex Garner
3125,David Chelsea
3126,Jason Hall
3127,James Bonny
3128,Eric Basaldua
3129,Aadi Salman
3130,Nick Stakal
3131,David Levine
3132,Ron Frenz
3133,Don Lawrence
3134,Steve Skroce
3135,Jose Delbo
3136,Geoff Senior
3137,Dwayne Turner
3138,Karen Haber
3139,Steven Butler
3140,Joe Gentile
3141,Gary Phillips
3142,Richard Dean Starr
3143,Danny Fingeroth
3144,Daniel J. Fingeroth
3145,Peter Coogan
3146,T. Lewis
3147,Michael Fry
3148,Kit Hinrichs
3149,Delphine Hirasuna
3150,Storm Thorgerson
3151,Lucienne Roberts
3152,Alan Swann
3153,William B. Jones Jr.
3154,Usamaru Furuya
3155,Angus Oblong
3156,Gene Deitch
3157,Aaron Betsky
3158,Keith Jones
3159,Dan Green
3160,Ben Dunn
3161,Spencer Drate
3162,Kentaro Yabuki
3163,Pablo Marcos
3164,Keith Burns
3165,Kalle Lasn
3166,Clifford Harper
3167,David Jacobs
3168,David Shrigley
3169,Jim Borgman
3170,Makoto Tateno
3171,Lynn Plourde
3172,Tatiana Gill
3173,Damon Hurd
3174,Wing Shing Ma
3175,Michael Balter
3176,Michael P. Spradlin
3177,Shamneko
3178,Michael Shelfer
3179,Richard McGuire
3180,Bernie Wrightson
3181,Roger Slifer
3182,John Warner
3183,Mike Royer
3184,Chic Stone
3185,Mike Golden
3186,George Tuska
3187,Bob Lubbers
3188,Glen Brunswick
3189,Steve Stern
3190,Geoffrey Thorne
3191,Akiyoshi Hongo
3192,Yuen Wong Yu
3193,Andy Kuhn
3194,Nigel Dobbyn
3195,Daniel HDR
3196,Yoichi Takahashi
3197,Miu Kawasaki
3198,Dee Shulman
3199,David Gibbins
3200,Philip Page
3201,Enrico Casarosa
3202,Christopher Taylor
3203,Tim Waggoner
3204,Philippe Vergne
3205,Bret Blevins
3206,June Brigman
3207,Terry Shoemaker
3208,John Bogdanove
3209,Penn Jillette
3210,Poppy Evans
3211,Peter Gzowski
3212,Jonathan Gruber
3213,Julius Schwartz
3214,Pierre Boisserie
3215,Tito
3216,Lisa Yee
3217,Richard Clark
3218,Bhajju Shyam
3219,Brian Haberlin
3220,Mitsuba Takanashi
3221,Seppo Makinen
3222,Eric Drooker
3223,Charles Alexander Eastman
3224,Jack Hannah
3225,Alphonse Allais
3226,Jeff Alexander
3227,Gord Hill
3228,Bruce Brown
3229,Maggie Hyde
3230,David Peterson
3231,J.A. Konrath
3232,Nancy Frey
3233,Rob Harrell
3234,Chris Couch
3235,Jennifer L. Holm
3236,John Vorhaus
3237,Kristian Donaldson
3238,Richelle Mead
3239,Wilfrid Sheed
3240,Chris Webster
3241,Hal Smith
3242,Lisa Eisenberg
3243,Stephen Calt
3244,Marthe Jocelyn
3245,Cam Kennedy
3246,Jim Baikie
3247,Deepak Chopra
3248,Elizabeth Faucher
3249,Ben Saunders
3250,Hugh Hefner
3251,Mike Henderson
3252,Claude Ponti
3253,Chris Taylor
3254,Maria Reidelbach
3255,Mary Hooper
3256,Katsuya Terada
3257,Sonia Leong
3258,Emma Vieceli
3259,Troy Hickman
3260,Joel Baral
3261,Robert Smigel
3262,Harold Hutchins
3263,George Beard
3264,Shiho Inada
3265,Andy Cohen
3266,Mark McLelland
3267,Erick Wujcik
3268,David Collier
3269,Barry Williams
3270,Vinay Lal
3271,Aaron Rose
3272,Gina Frangello
3273,Christian Zanier
3274,Akimi Yoshida
3275,Walter
3276,Lee Lorenz
3277,John Benson
3278,Howard Sherman
3279,Bill Mauldin
3280,Rich Bernatovech
3281,Martin Williams
3282,Rob Vollmar
3283,Pablo G. Callejo
3284,Brian McCarthy
3285,Frank Frazetta
3286,Matt Freedman
3287,Jamie Hewlett
3288,Frank Stack
3289,V.T. Hamlin
3290,Robert Perry
3291,Brian Dougherty
3292,Deborah Morrison
3293,Hal Duncan
3294,Kevin Eastman
3295,Lynn Johnston
3296,Richard Hendel
3297,Francois Guerif
3298,Bisco Hatori
3299,Carl Bowen
3300,Terry  Austin
3301,David Boyd
3302,David M. Bourg
3303,Ivan Brandon
3304,Buronson
3305,E-Jin Kang
3306,Jean-Patrick Manchette
3307,Todd Dezago
3308,Bob Harras
3309,Stan Goldberg
3310,Kentaro Miura
3311,Martin Evening
3312,Peter Lourekas
3313,Lee Thomas
3314,Kazushi Hagiwara
3315,Karen Johnson
3316,Manchu
3317,Bill Berkson
3318,Siegfried Sassoon
3319,Christine Smith
3320,Steve Hockensmith
3321,Brian Brooks
3322,Dario Carrasco Jr.
3323,Mark Heike
3324,Fredy Perlman
3325,Cecil Castellucci
3326,Robin Lawrie
3327,George Moran
3328,Jim Erskine
3329,Craig Russell
3330,Craig Callender
3331,Paul Cobley
3332,Win Scott Eckert
3333,Derib
3334,William Powell
3335,Jennifer C. Urquhart
3336,Takehiko Inoue
3337,Robert Flynn
3338,Deborah Levy
3339,Michael Martin
3340,John Rozum
3341,Miran Kim
3342,David Hawcock
3343,Leela Corman
3344,John Callahan
3345,Eve Tharlet
3346,Sean Michael Wilson
3347,Kai Tsurugi
3348,Nigel Benson
3349,Andrew Brighton
3350,Bruce Rubenstein
3351,Hyun Se Lee
3352,Buddy Scalera
3353,N.C. Christopher Couch
3354,Tony Akins
3355,Andrew Pepoy
3356,Rob Davis
3357,Chris Bolton
3358,Shane McCarthy
3359,Sid Jacobson
3360,John Nyberg
3361,Victor Moscoso
3362,Ferenc Morton Szasz
3363,Tuli Kupferberg
3364,Stephen Baldwin
3365,Andrea Gianopoulos
3366,Ron Turner
3367,Tom Palmer
3368,Frank Giacoia
3369,Cassandra Clare
3370,Keiko Okamoto
3371,Ayano Yamane
3372,Chris Wilson
3373,Helen Follett
3374,Lewis Shiner
3375,Kerry Cohen
3376,Barry Lyga
3377,Andrew Herman
3378,Brian Tarsis
3379,Wanda Gattino
3380,Sarah Kinney
3381,Hiro Mashima
3382,Bill Mudron
3383,Catia Chien
3384,Clio Chiang
3385,Chris Appelhans
3386,Derek Kirk Kim
3387,Dylan Meconis
3388,Hope Larson
3389,Bengal
3390,Leonard Starr
3391,Stan Drake
3392,Yamila Abraham
3393,Pierre Veys
3394,Bill Moggridge
3395,Fritz Lang
3396,Benjamin Carre
3397,Jeffrey Zeldman
3398,David Kerekes
3399,Jeff Gottesfeld
3400,Andrew Cohen
3401,Joshua Luna
3402,Jonathan Luna
3403,Wataru Yoshizumi
3404,Donn Fendler
3405,David Nakayama
3406,Xavier Einstein
3407,Jean-Claude Mezieres
3408,Elizabeth Rudnick
3409,Paul Shaw
3410,Shawn Martinbrough
3411,Andre Schiffrin
3412,Adam Warren
3413,Colleen Coover
3414,Paul Harrison
3415,Scott Thompson
3416,Anthony Hern
3417,Richard Merkin
3418,Joe Gores
3419,Kirk Scroggs
3420,Ikoi Hiroe
3421,Henry Gilroy
3422,Galen Showman
3423,Robert Teranishi
3424,Ragnar
3425,Matsuri Hino
3426,Ellen Schreiber
3427,Yuna Kagesaki
3428,Mark Justice
3429,John Hill
3430,Fred Burke
3431,Mike Manley
3432,Jon Hughes
3433,Glen Baxter
3434,Jason Moore
3435,Mort Gerberg
3436,Margaret C. Hall
3437,Davis Miller
3438,Richard Van Camp
3439,Howard Read
3440,Borin Van Loon
3441,Frederik L. Schodt
3442,Jack Handey
3443,Hugo Frey
3444,Bernd Dolle-Weinkauff
3445,Chris Johnson
3446,Kanoko Sakurakouji
3447,Claire Gibson
3448,Steve Behling
3449,Richard Isanove
3450,Bart Sears
3451,David Greenwalt
3452,Harold Livingston
3453,Andrew Wiese
3454,Will Vinton
3455,Irving Werstein
3456,Patrick MacGill
3457,Fran Striker
3458,Don Hudson
3459,Nadine Strossen
3460,Dwight Jon Zimmerman
3461,Chester Brown
3462,Bill Walsh
3463,Iva Hoth
3464,Siku
3465,Vic Lockman
3466,Tim McCreight
3467,Adrian Searle
3468,Lawrence Schimel
3469,Kyle Hotz
3470,Jonathan Gray
3471,Jeffrey A. Brown
3472,Roberto Baldazzini
3473,You Hyun
3474,Andy Seto
3475,Shizuru Seino
3476,Elizabeth Rusch
3477,Simon Rich
3478,Eric Garcia
3479,Michael Barson
3480,Steve Sanders
3481,E.J. Su
3482,Lee J. Ames
3483,Carla Conway
3484,Tony DeZuniga
3485,Mike Gustovich
3486,Bob        Brown
3487,Mark Gruenwald
3488,Martin Brennan
3489,Alan Davies
3490,Elizabeth Lenhard
3491,Joshua Ortega
3492,Robert Marsh
3493,Jocelyn Potter
3494,Andy Hopkins
3495,Paul Tucker
3496,Adrian Dingle
3497,Walt Kelly
3498,Edmund Hamilton
3499,Dave Morice
3500,Min-Seo Park
3501,Alessandro Mainardi
3502,Janry
3503,John Francis Moore
3504,Larry Hama
3505,Ken Lashley
3506,Trevor McCarthy
3507,Renato Arlem
3508,Joe Madureira
3509,Ian Churchill
3510,Tom Lyle
3511,Ralph Macchio
3512,Talent Caldwell
3513,Motofumi Kobayashi
3514,David Gantz
3515,Andrew S. Glassner
3516,Len Kaminski
3517,Paul Gulacy
3518,Wim Coleman
3519,Pat Perrin
3520,Bill Holbrook
3521,Charles Pearson
3522,Diane DiMassa
3523,Parke Godwin
3524,Paul Benjamin
3525,Karen Mahony
3526,Arthur Dela Cruz
3527,Daniel Rendon
3528,Charlie Higson
3529,Steven-Elliot Altman
3530,Alex Sinclair
3531,John Landis
3532,Bill Weir
3533,Tim Johnson
3534,Michael Rex
3535,Mark Acey
3536,Kevin Taylor
3537,Kim Jae-Hwan
3538,Daniel Quantz
3539,J.T. Waldman
3540,Paul Di Filippo
3541,Chris Roberson
3542,Geno Salvatore
3543,Paul Gambaccini
3544,Tiina Nunnally
3545,Donna Barr
3546,Rick Buckler
3547,Philip W. Metzger
3548,Marilyn Janovitz
3549,Daniel Herman
3550,Larry Cohen
3551,James Kakalios
3552,Julianna Morris
3553,Scott Mills
3554,Dan Papia
3555,Yoshiki Nakamura
3556,JUDAL
3557,Gabriel Benson
3558,Emura
3559,Hisaya Nakajo
3560,Pepper Schwartz
3561,Duncan McCorquodale
3562,Yuzuha Ougi
3563,Ryoichi Ikegami
3564,Yutaka Izubuchi
3565,Yoshiyuki Tomino
3566,Koichi Tokita
3567,Reku Fuyunagi
3568,Kouichi Tokita
3569,Hajime Yatate
3570,Tomohiro Chiba
3571,Masatsugu Iwase
3572,Katsuhiko Chiba
3573,Sakura Asagi
3574,Akemi Omode
3575,Yoshikazu Yasuhiko
3576,Yoshiyuke Tomino
3577,Fumino Hayashi
3578,Yoshiyuki Sadamoto
3579,Gainax
3580,Tommy Yune
3581,Chris Ulm
3582,Jason Waltrip
3583,John Waltrip
3584,Kay Reynolds
3585,Kazuto Nakazawa
3586,Pat McCallum
3587,Tom Root
3588,Zach Oat
3589,Jean Van Hamme
3590,Tony Wong
3591,Richard Reynolds
3592,Derek Landy
3593,James Proimos
3594,Peter Pugh
3595,Betty Reynolds
3596,Natsumi Ando
3597,Steve Hamaker
3598,Joe Smith
3599,John Pound
3600,Patrick Wilson
3601,James McMullan
3602,Doug Chiang
3603,Mike Krahulik
3604,Jerry Holkins
3605,Lars Pearson
3606,Frank Cammuso
3607,Yoshiki Takaya
3608,Masami Tsuda
3609,Tom Orzechowski
3610,Andrew Grossberg
3611,Greg Capullo
3612,Brian Holguin
3613,Philip Tan
3614,Alan McElroy
3615,Alex Nikolavitch
3616,Steve Skeates
3617,Ted Adams
3618,Ray Harryhausen
3619,Yukiru Sugisaki
3620,Vasilis Lolos
3621,Wayne Barlowe
3622,Ian Parberry
3623,Catherine Brighton
3624,Mark Russell
3625,Dwayne McDuffie
3626,Guillermo del Toro
3627,Majo
3628,Maurizio Colombo
3629,Renato Guedes
3630,Nat Jones
3631,Kody Chamberlain
3632,Jonathan Bresman
3633,Art Wetherell
3634,Lars Muller
3635,George Monbiot
3636,Steve Harpster
3637,Terry Riley
3638,Chris Blythe
3639,Bill Morrison
3640,Macon Blair
3641,Richard Meyers
3642,Bill Griffith
3643,Clark Gesner
3644,Neil Young
3645,Douglas Wheeler
3646,Alan Fennell
3647,Rich Margopoulos
3648,Mark Jancovich
3649,Den Beauvais
3650,Jonathan D. Smith
3651,Seth Grahame-Smith
3652,Dawn Wells
3653,Joe Pimente
3654,Tom Fassbender
3655,Joe Bennet
3656,Logan Lubera
3657,James Marsters
3658,Doug Petrie
3659,Chris Boal
3660,Hector Gomez
3661,Sandu Flore
3662,Kieron Dwyer
3663,Duncan Rouleau
3664,Aaron Sowd
3665,Sara Storino
3666,Kaoru Shizuka
3667,Yukinobu Hoshino
3668,Lee McCormack
3669,Bill O'Connor
3670,Hena Khan
3671,Sophie Olmsted
3672,Yong-Su Hwang
3673,Kyung-Il Yang
3674,Yong-Wan Kwon
3675,Nikolai Maslov
3676,Peter J. Tomasi
3677,Matthew J. Pustz
3678,Bart Beaty
3679,Bradford W. Wright
3680,Giuseppe Camuncoli
3681,Claudio Castellini
3682,Bradley Kayl
3683,Bill Pearson
3684,John Jacobson
3685,Mario Hernandez
3686,Lan Medina
3687,Jay Anacleto
3688,Javier Grillo-Marxuach
3689,Lorenzo Mattotti
3690,M.D. Bright
3691,Charles Berberian
3692,Philippe Dupuy
3693,Loustal
3694,Robert Kirby
3695,Eddy Newell
3696,Rafael Nieves
3697,Jorge Lucas
3698,Kev Walker
3699,Jean-Jacques Dzialowski
3700,Federico Dallocchio
3701,Riku Sanjo
3702,Koji Inada
3703,Satoshi Tajiri
3704,Lin Shi Khan
3705,Brom
3706,Crab Scrambly
3707,Serena Valentino
3708,Breehn Burns
3709,FSc
3710,John Gebbia
3711,Ichiro Sakaki
3712,Tome
3713,Ralph Meyer
3714,Chris Robinson
3715,Jack Ziegler
3716,Jeff Purves
3717,Alex Saviuk
3718,Dan Mishkin
3719,Edward Angel
3720,Joe Harris
3721,Jonathan Sibal
3722,Robert Klein
3723,Malorie Blackman
3724,Wendy Lee Oldfield
3725,Stefan Mumaw
3726,Iou Kuroda
3727,Linda Macfarlane
3728,Stuart Macfarlane
3729,Blutch
3730,Nancy J. Peters
3731,Christian Morgenstern
3732,Mayumi Azuma
3733,Ron Tiner
3734,Roberto Flores
3735,Tracy Marsh
3736,Nick Saunders
3737,Milton Glaser
3738,Ann Kerns
3739,Douglas Wolk
3740,Effie Lee Newsome
3741,John Costanza
3742,Marc Mauer
3743,Sung-Woo Park
3744,Dall-Young Lim
3745,Jean-Michel Charlier
3746,William Vance
3747,Tom O'Connor
3748,Thomas K. Adamson
3749,Paul Beck
3750,Alexa Kitchen
3751,Timothy Smith
3752,Steven Spielberg
3753,Bruce Hale
3754,Bobbi J.G. Weiss
3755,Tania del Rio
3756,Chika Shiomi
3757,Mario Pricken
3758,Jack Lawrence
3759,Mike Bullock
3760,Rachel Manija Brown
3761,Steve Ross
3762,Jan Smith
3763,Rebecca
3764,Bob Lewis
3765,Bill Halliar
3766,Melissa Marr
3767,Shoko Ohmine
3768,Stuart Sim
3769,Jack Miller
3770,Mark Leier
3771,Karen Green
3772,Tove Ditlevsen
3773,Vincent Woodcock
3774,Hugh Matthews
3775,Jim Fern
3776,Tomm Coker
3777,Ron Wagner
3778,Bill Amend
3779,Hilary Burningham
3780,Richard Hack
3781,Jeff Ellis
3782,Jeffrey Lewis
3783,Irene N. Watts
3784,Jeremy Birn
3785,Roland Bernard Brown
3786,Renalto Arlem
3787,Miguel Montenegro
3788,Marguerite Abouet
3789,Mauricio de Sousa
3790,Bryan L. Peterson
3791,Mark Jude Poirier
3792,Mario Acevedo
3793,Eddy Zeno
3794,Jonathan Ross
3795,Frank Giroud
3796,Mike Noble
3797,David A. Zimmerman
3798,Janet Jackson
3799,Shane L. Koyczan
3800,Andrzej Krauze
3801,Hiroaki Samura
3802,Daniel Warner
3803,Aoi Nanase
3804,Curt Cloninger
3805,Gavin Curtis
3806,Nik Cohn
3807,Ryan Kelly
3808,Craig Hamilton
3809,William Scott Wilson
3810,Steve Holland
3811,Sharon Kendrick
3812,Sylvia Andrew
3813,Kim Lawrence
3814,Chris Rodrigues
3815,Carl Flint
3816,Ben J. Wattenberg
3817,Nicola Cuti
3818,Jay Naughton
3819,Michael O'Donoghue
3820,Henry N. Beard
3821,Ed Moore
3822,Mark Robinson
3823,Christian Leborg
3824,Michael Lee
3825,Damon Burnard
3826,Rockport Publishers
3827,Kaori Ozaki
3828,Robby McMurtry
3829,John Hicks
3830,Robert Beatty
3831,Rebecca Wright
3832,Hisashi Sakaguchi
3833,John Ridgway
3834,Erica Sakurazawa
3835,Carolyn B. Mitchell
3836,Sheila Heti
3837,Michael Fleishman
3838,Jim Lawrence
3839,Yaroslav Horak
3840,Leonardo Manco
3841,Lee Bermejo
3842,Mike W. Lin
3843,Cece Bell
3844,Francis Manapul
3845,Rem
3846,Toshiki Hirano
3847,Narumi Kakinouchi
3848,Joseph Jacobs
3849,Shioko Mizuki
3850,Andrew Cunningham
3851,Dan Panosian
3852,LeSean Thomas
3853,Doug Henwood
3854,Todd DePastino
3855,Paul Stanley
3856,James Sturm
3857,Gene Day
3858,Kano
3859,Mark Farmer
3860,David Klein
3861,Bill Woggon
3862,Kevin Walker
3863,Steve Purcell
3864,Neil Vokes
3865,Mick Gray
3866,Ronald Schechter
3867,Mathilde Maraninchi
3868,James Dodson
3869,Sarah Garland
3870,Mike Buckingham
3871,Laila Reimoz
3872,Mizu Sahara
3873,Teddy Kristiansen
3874,Kerry Callen
3875,Corey Sutherland Lewis
3876,Corey Lewis
3877,Pratap Chatterjee
3878,Kim Deitch
3879,Tom Beland
3880,Rebecca Olien
3881,Jason Martin
3882,Alex Smith
3883,Willie Wilkerson
3884,Edward Sorel
3885,Georgia Lee
3886,Ralf Konig
3887,Harold Sakuishi
3888,Fred Gallagher
3889,Rodney Caston
3890,Ben Greenman
3891,Peter Blegvad
3892,Bruce McCorkindale
3893,Kiyoko Arai
3894,Alenka Zupancic
3895,Yuriko Nishiyama
3896,Mary M. Talbot
3897,Simone Lia
3898,Tom Gauld
3899,Queenie Chan
3900,Sukehiro Tomita
3901,Nao Yazawa
3902,Scott Tipton
3903,Fernando Goni
3904,John Lucas
3905,Jim Cheung
3906,Norm Breyfogle
3907,Bruce Timm
3908,Gita Wolf
3909,Sirish Rao
3910,Tom Morgan
3911,Tom Spurgeon
3912,Lisa Snellings
3913,Danielle Henderson
3914,Anne Mountfield
3915,Tatsuya Hamazaki
3916,Rei Idumi
3917,Glenn Herdling
3918,Belle Yang
3919,Khang Le
3920,Rob Shone
3921,Michael Park
3922,Masayuki Takano
3923,Mark Wolverton
3924,Fiona MacCarthy
3925,Steve Pugh
3926,Pablo Hidalgo
3927,Ezra Tucker
3928,Adam Gallardo
3929,Ray Snyder
3930,Al Rio
3931,Paul Alden
3932,Patrick Blaine
3933,Warren Fu
3934,Derek Thompson
3935,C.P. Smith
3936,Luke Ross
3937,Jasen Rodriguez
3938,Steve Firchow
3939,Karl Stephan
3940,Cliff Sterrett
3941,Paul Simpson
3942,Robert Jacobson
3943,Ronnie Lipton
3944,Allan C. Kimball
3945,Paul Madonna
3946,Joe Duffy
3947,Chris  Carter
3948,Gail Anderson
3949,Chris Lewis
3950,Noel Grove
3951,Nick Mamatas
3952,Gaylord DuBois
3953,Arthur Suydam
3954,Maureen Furniss
